trade_date,ts_code,name,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,raw_open,raw_high,raw_low,raw_close,raw_pre_close,qfq_factor
2024-02-26,002594.SZ,比亚迪,59.64,61.02,59.49,59.64,58.54,1.1,1.879057,155461.0,2912982360.47,1.34,186.0,190.13,185.55,186.0,182.68,0.32064516
2024-02-27,002594.SZ,比亚迪,60.13,62.29,60.04,62.21,59.64,2.57,4.309188,206343.0,3958101886.88,1.77,187.45,193.93,187.2,193.7,186.0,0.32116675
2024-02-28,002594.SZ,比亚迪,62.98,63.15,60.31,60.31,62.21,-1.9,-3.054171,168292.0,3223632042.64,1.45,196.0,196.52,188.0,188.0,193.7,0.32079787
2024-02-29,002594.SZ,比亚迪,59.98,61.51,59.71,61.38,60.31,1.07,1.774167,122363.0,2323915656.97,1.05,187.01,191.61,186.19,191.2,188.0,0.3210251
2024-03-01,002594.SZ,比亚迪,61.28,61.97,60.57,61.7,61.38,0.32,0.521342,122158.0,2336111333.57,1.05,190.9,192.98,188.77,192.18,191.2,0.32105318
2024-03-04,002594.SZ,比亚迪,60.98,61.54,60.34,60.73,61.7,-0.97,-1.572123,126865.0,2401200046.06,1.09,190.0,191.7,188.1,189.27,192.18,0.32086437
2024-03-05,002594.SZ,比亚迪,60.14,61.53,59.48,61.25,60.73,0.52,0.856249,149624.0,2826124074.26,1.29,187.5,191.65,185.5,190.82,189.27,0.32098313
2024-03-06,002594.SZ,比亚迪,60.98,61.97,60.64,61.53,61.25,0.28,0.457143,100100.0,1914828108.58,0.86,190.0,192.98,189.0,191.65,190.82,0.321054
2024-03-07,002594.SZ,比亚迪,61.66,62.3,60.58,60.61,61.53,-0.92,-1.495206,101327.0,1935953171.65,0.87,192.06,193.96,188.8,188.89,191.65,0.32087458
2024-03-08,002594.SZ,比亚迪,60.41,61.03,60.06,60.34,60.61,-0.27,-0.445471,67150.0,1263993368.05,0.58,188.3,190.15,187.25,188.09,188.89,0.32080387
2024-03-11,002594.SZ,比亚迪,60.31,64.28,60.31,63.89,60.34,3.55,5.883328,278080.0,5440726382.81,2.39,188.0,199.9,188.0,198.74,188.09,0.32147529
2024-03-12,002594.SZ,比亚迪,64.64,66.53,63.57,66.01,63.89,2.12,3.318203,245029.0,4958824423.44,2.1,201.0,206.66,197.77,205.1,198.74,0.321843
2024-03-13,002594.SZ,比亚迪,66.62,67.78,66.25,66.43,66.01,0.42,0.636267,177813.0,3691839468.95,1.53,206.92,210.4,205.83,206.36,205.1,0.32191316
2024-03-14,002594.SZ,比亚迪,67.12,69.43,67.12,68.34,66.43,1.91,2.875207,211352.0,4497086169.98,1.82,208.42,215.36,208.42,212.08,206.36,0.32223689
2024-03-15,002594.SZ,比亚迪,67.64,68.1,66.37,67.47,68.34,-0.87,-1.273047,146628.0,3057950743.5,1.26,210.0,211.38,206.18,209.47,212.08,0.32209863
2024-03-18,002594.SZ,比亚迪,68.26,70.39,68.18,70.32,67.47,2.85,4.2241,196982.0,4250885883.53,1.69,211.85,218.25,211.61,218.03,209.47,0.32252442
2024-03-19,002594.SZ,比亚迪,70.32,70.93,69.11,69.91,70.32,-0.41,-0.583049,146973.0,3194716172.75,1.26,218.03,219.85,214.39,216.8,218.03,0.3224631
2024-03-20,002594.SZ,比亚迪,69.98,71.24,69.98,70.47,69.91,0.56,0.80103,96805.0,2118610339.15,0.83,217.01,220.78,217.01,218.48,216.8,0.32254669
2024-03-21,002594.SZ,比亚迪,70.62,70.91,69.98,70.63,70.47,0.16,0.227047,88667.0,1938901107.67,0.76,218.92,219.8,217.0,218.95,218.48,0.32258507
2024-03-22,002594.SZ,比亚迪,70.63,70.63,69.38,69.96,70.63,-0.67,-0.948605,104672.0,2266796544.33,0.9,218.95,218.97,215.2,216.95,218.95,0.32247062
2024-03-25,002594.SZ,比亚迪,69.77,70.24,68.59,69.04,69.96,-0.92,-1.315037,99109.0,2133902461.97,0.85,216.37,217.79,212.85,214.2,216.95,0.32231559
2024-03-26,002594.SZ,比亚迪,69.64,70.97,69.4,70.84,69.04,1.8,2.607184,131346.0,2864082716.93,1.13,216.0,219.99,215.27,219.6,214.2,0.32258652
2024-03-27,002594.SZ,比亚迪,70.85,70.88,67.65,68.3,70.84,-2.54,-3.585545,188849.0,4058093219.72,1.62,219.61,219.7,210.01,211.98,219.6,0.32220021
2024-03-28,002594.SZ,比亚迪,67.59,68.26,66.31,67.1,68.3,-1.2,-1.756955,159435.0,3327175192.21,1.37,209.85,211.84,206.01,208.38,211.98,0.32200787
2024-03-29,002594.SZ,比亚迪,67.12,67.15,64.7,65.33,67.1,-1.77,-2.637854,141381.0,2873380485.75,1.21,208.43,208.52,201.17,203.06,208.38,0.32172757
2024-04-01,002594.SZ,比亚迪,65.33,68.64,65.33,68.31,65.33,2.98,4.561457,142909.0,2995671850.58,1.23,203.06,212.98,203.06,212.01,203.06,0.32220178
2024-04-02,002594.SZ,比亚迪,68.31,70.08,68.24,68.42,68.31,0.11,0.161031,107585.0,2301699125.87,0.92,212.01,217.3,211.8,212.34,212.01,0.32221908
2024-04-03,002594.SZ,比亚迪,67.81,68.01,66.83,67.03,68.42,-1.39,-2.03157,83634.0,1747159207.03,0.72,210.5,211.11,207.55,208.16,212.34,0.32201191
2024-04-08,002594.SZ,比亚迪,66.64,69.31,66.44,68.31,67.03,1.28,1.909593,128227.0,2722271577.79,1.1,207.0,215.0,206.39,212.0,208.16,0.32221698
2024-04-09,002594.SZ,比亚迪,68.23,69.31,68.09,68.34,68.31,0.03,0.043917,84208.0,1791256312.56,0.72,211.75,214.99,211.35,212.08,212.0,0.32223689
2024-04-10,002594.SZ,比亚迪,69.08,69.14,67.64,68.26,68.34,-0.08,-0.117062,72411.0,1537375543.48,0.62,214.3,214.5,210.0,211.84,212.08,0.32222432
2024-04-11,002594.SZ,比亚迪,67.31,69.46,66.91,68.64,68.26,0.38,0.556695,100854.0,2130444827.97,0.87,209.0,215.44,207.8,212.98,211.84,0.32228378
2024-04-12,002594.SZ,比亚迪,68.31,70.04,67.49,67.84,68.64,-0.8,-1.165501,114918.0,2453371047.11,0.99,212.0,217.19,209.54,210.6,212.98,0.32212726
2024-04-15,002594.SZ,比亚迪,67.64,69.48,67.34,68.85,67.84,1.01,1.488797,113332.0,2418635356.92,0.97,210.0,215.5,209.09,213.62,210.6,0.32230128
2024-04-16,002594.SZ,比亚迪,68.44,69.43,67.88,68.19,68.85,-0.66,-0.958606,98323.0,2090984650.23,0.84,212.4,215.35,210.71,211.63,213.62,0.3222133
2024-04-17,002594.SZ,比亚迪,67.98,68.7,67.51,68.64,68.19,0.45,0.659921,96922.0,2046775944.73,0.83,211.0,213.18,209.6,213.0,211.63,0.32225352
2024-04-18,002594.SZ,比亚迪,68.31,69.81,67.44,68.84,68.64,0.2,0.291375,133998.0,2863779538.22,1.15,212.0,216.5,209.4,213.6,213.0,0.32228464
2024-04-19,002594.SZ,比亚迪,68.37,68.6,66.66,67.69,68.84,-1.15,-1.67054,111770.0,2342512356.49,0.96,212.19,212.87,207.06,210.13,213.6,0.32213392
2024-04-22,002594.SZ,比亚迪,67.64,68.15,67.01,67.16,67.69,-0.53,-0.782981,64695.0,1353615963.08,0.56,210.0,211.53,208.1,208.56,210.13,0.32201764
2024-04-23,002594.SZ,比亚迪,67.16,67.16,65.64,65.99,67.16,-1.17,-1.742108,87300.0,1793533842.51,0.75,208.55,208.56,203.99,205.04,208.56,0.32183964
2024-04-24,002594.SZ,比亚迪,66.61,67.24,65.81,66.78,65.99,0.79,1.197151,74979.0,1546983915.54,0.64,206.89,208.8,204.5,207.42,205.04,0.32195545
2024-04-25,002594.SZ,比亚迪,66.78,68.15,66.52,67.29,66.78,0.51,0.763702,94684.0,1980120669.24,0.81,207.4,211.51,206.62,208.94,207.42,0.32205418
2024-04-26,002594.SZ,比亚迪,67.64,70.9,67.64,70.77,67.29,3.48,5.171645,253454.0,5502292294.48,2.18,210.0,219.76,210.0,219.37,208.94,0.32260564
2024-04-29,002594.SZ,比亚迪,71.34,72.78,70.55,71.44,70.77,0.67,0.946729,191676.0,4256800047.75,1.65,221.08,225.4,218.73,221.38,219.37,0.32270304
2024-04-30,002594.SZ,比亚迪,72.14,72.44,70.48,70.48,71.44,-0.96,-1.343785,115560.0,2542063035.11,0.99,223.5,224.38,218.5,218.5,221.38,0.32256293
2024-05-06,002594.SZ,比亚迪,72.64,73.77,72.14,73.08,70.48,2.6,3.68899,186779.0,4226418539.22,1.6,225.0,228.39,223.5,226.3,218.5,0.32293416
2024-05-07,002594.SZ,比亚迪,73.08,74.97,72.32,74.27,73.08,1.19,1.628352,144190.0,3301364339.72,1.24,226.3,231.99,224.04,229.88,226.3,0.32308161
2024-05-08,002594.SZ,比亚迪,73.82,73.94,72.98,73.05,74.27,-1.22,-1.642655,91132.0,2070673827.4,0.78,228.54,228.88,226.0,226.23,229.88,0.32290147
2024-05-09,002594.SZ,比亚迪,73.08,73.78,73.03,73.69,73.05,0.64,0.876112,79007.0,1796491172.59,0.68,226.3,228.4,226.15,228.15,226.23,0.32298926
2024-05-10,002594.SZ,比亚迪,73.31,74.15,72.98,73.58,73.69,-0.11,-0.149274,80613.0,1833828035.67,0.69,227.0,229.52,226.0,227.8,228.15,0.32300263
2024-05-13,002594.SZ,比亚迪,72.71,73.43,71.84,72.88,73.58,-0.7,-0.951345,82481.0,1857506899.26,0.71,225.2,227.36,222.58,225.7,227.8,0.32290651
2024-05-14,002594.SZ,比亚迪,72.88,73.5,72.35,72.61,72.88,-0.27,-0.370472,62619.0,1414943425.01,0.54,225.71,227.57,224.11,224.91,225.7,0.32284025
2024-05-15,002594.SZ,比亚迪,72.48,72.98,70.41,70.69,72.61,-1.92,-2.644264,99734.0,2204936672.77,0.86,224.5,226.0,218.3,219.14,224.91,0.32257917
2024-05-16,002594.SZ,比亚迪,70.69,70.96,69.85,70.41,70.69,-0.28,-0.396096,87157.0,1901165661.74,0.75,219.15,219.96,216.61,218.31,219.14,0.32252302
2024-05-17,002594.SZ,比亚迪,70.77,71.09,70.2,70.84,70.41,0.43,0.610709,71487.0,1564639157.87,0.61,219.39,220.33,217.66,219.59,218.31,0.32260121
2024-05-20,002594.SZ,比亚迪,70.47,72.31,70.47,71.93,70.84,1.09,1.538679,75959.0,1688534368.27,0.65,218.48,224.0,218.48,222.87,219.59,0.3227442
2024-05-21,002594.SZ,比亚迪,71.64,71.64,70.12,70.57,71.93,-1.36,-1.890727,84080.0,1838619340.95,0.72,221.98,221.99,217.42,218.78,222.87,0.32256148
2024-05-22,002594.SZ,比亚迪,70.37,70.81,69.36,69.95,70.57,-0.62,-0.87856,88398.0,1916325810.23,0.76,218.19,219.5,215.16,216.92,218.78,0.32246911
2024-05-23,002594.SZ,比亚迪,69.59,69.59,68.81,69.29,69.95,-0.66,-0.943531,62287.0,1336506236.87,0.54,215.85,215.85,213.51,214.95,216.92,0.32235404
2024-05-24,002594.SZ,比亚迪,68.97,68.98,67.24,67.41,69.29,-1.88,-2.713234,102876.0,2166851356.35,0.88,213.98,214.0,208.8,209.3,214.95,0.32207358
2024-05-27,002594.SZ,比亚迪,67.64,67.91,66.51,67.09,67.41,-0.32,-0.474707,76046.0,1580461907.49,0.65,210.0,210.8,206.6,208.35,209.3,0.32200624
2024-05-28,002594.SZ,比亚迪,67.24,67.28,66.5,66.77,67.09,-0.32,-0.476971,60946.0,1265112510.56,0.52,208.8,208.91,206.58,207.38,208.35,0.32196933
2024-05-29,002594.SZ,比亚迪,67.98,72.98,67.97,72.54,66.77,5.77,8.641606,302648.0,6633165250.97,2.6,211.0,226.0,210.99,224.7,207.38,0.32283044
2024-05-30,002594.SZ,比亚迪,72.45,74.1,72.28,73.6,72.54,1.06,1.461263,223792.0,5070762670.7,1.93,224.42,229.38,223.9,227.86,224.7,0.32300535
2024-05-31,002594.SZ,比亚迪,73.91,74.84,73.31,73.98,73.6,0.38,0.516304,185430.0,4264400521.58,1.6,228.8,231.6,226.99,229.02,227.86,0.32302856
2024-06-03,002594.SZ,比亚迪,73.98,77.8,72.97,76.68,73.98,2.7,3.649635,270146.0,6370453739.0,2.32,229.01,240.48,225.99,237.1,229.02,0.32340784
2024-06-04,002594.SZ,比亚迪,76.61,77.58,76.29,77.03,76.68,0.35,0.456442,157429.0,3744672009.99,1.35,236.9,239.8,235.95,238.15,237.1,0.32345161
2024-06-05,002594.SZ,比亚迪,77.14,79.74,77.14,77.91,77.03,0.88,1.142412,194434.0,4732184009.34,1.67,238.48,246.3,238.48,240.79,238.15,0.32355995
2024-06-06,002594.SZ,比亚迪,78.04,78.91,76.81,77.14,77.91,-0.77,-0.98832,175865.0,4227834836.23,1.51,241.2,243.8,237.5,238.5,240.79,0.32343816
2024-06-07,002594.SZ,比亚迪,77.32,78.11,75.02,76.14,77.14,-1.0,-1.296344,182594.0,4304211408.71,1.57,239.03,241.39,232.13,235.5,238.5,0.3233121
2024-06-11,002594.SZ,比亚迪,75.85,79.64,75.75,79.19,76.14,3.05,4.005779,221597.0,5386278075.64,1.91,234.63,246.0,234.33,244.63,235.5,0.32371336
2024-06-12,002594.SZ,比亚迪,78.19,80.16,78.19,78.61,79.19,-0.58,-0.732416,187332.0,4573251956.69,1.61,241.63,247.55,241.63,242.9,244.63,0.32363112
2024-06-13,002594.SZ,比亚迪,80.58,83.74,80.35,81.97,78.61,3.36,4.274265,292519.0,7423395269.91,2.52,248.8,258.28,248.11,252.99,242.9,0.3240049
2024-06-14,002594.SZ,比亚迪,81.47,82.29,79.82,81.99,81.97,0.02,0.024399,202610.0,5066109116.72,1.74,251.48,253.93,246.53,253.05,252.99,0.32400711
2024-06-17,002594.SZ,比亚迪,81.64,84.27,81.27,83.38,81.99,1.39,1.695329,208649.0,5371512599.82,1.79,252.0,259.87,250.87,257.21,253.05,0.32417091
2024-06-18,002594.SZ,比亚迪,82.84,83.41,81.98,82.86,83.38,-0.52,-0.623651,128789.0,3282495366.5,1.11,255.6,257.3,253.0,255.64,257.21,0.32412768
2024-06-19,002594.SZ,比亚迪,82.98,83.64,82.11,82.31,82.86,-0.55,-0.66377,99108.0,2529117363.53,0.85,256.0,258.0,253.41,254.0,255.64,0.32405512
2024-06-20,002594.SZ,比亚迪,81.94,82.23,80.74,81.48,82.31,-0.83,-1.008383,116200.0,2921098947.88,1.0,252.88,253.77,249.3,251.5,254.0,0.32397614
2024-06-21,002594.SZ,比亚迪,81.64,82.43,80.25,81.2,81.48,-0.28,-0.343643,116330.0,2916085593.76,1.0,251.99,254.37,247.81,250.67,251.5,0.32393186
2024-06-24,002594.SZ,比亚迪,80.98,82.3,80.24,80.96,81.2,-0.24,-0.295567,108423.0,2719528810.03,0.93,250.0,253.98,247.78,249.94,250.67,0.32391774
2024-06-25,002594.SZ,比亚迪,81.64,83.89,81.1,82.31,80.96,1.35,1.66749,195746.0,4998561939.22,1.68,252.0,258.74,250.36,254.01,249.94,0.32404236
2024-06-26,002594.SZ,比亚迪,81.64,82.41,80.77,81.88,82.31,-0.43,-0.522415,111917.0,2814435213.53,0.96,252.0,254.3,249.38,252.72,254.01,0.32399494
2024-06-27,002594.SZ,比亚迪,81.32,81.76,80.45,80.81,81.88,-1.07,-1.30679,82911.0,2074271452.09,0.71,251.02,252.36,248.42,249.5,252.72,0.32388778
2024-06-28,002594.SZ,比亚迪,80.31,81.69,79.94,81.06,80.81,0.25,0.309368,92982.0,2324520983.89,0.8,248.0,252.13,246.88,250.25,249.5,0.32391608
2024-07-01,002594.SZ,比亚迪,81.06,81.59,78.48,79.91,81.06,-1.15,-1.418702,129273.0,3179627870.49,1.11,250.25,251.85,242.5,246.8,250.25,0.32378444
2024-07-02,002594.SZ,比亚迪,79.93,80.21,78.66,78.97,79.91,-0.94,-1.176323,102627.0,2515326294.99,0.88,246.87,247.7,243.05,243.97,246.8,0.32368734
2024-07-03,002594.SZ,比亚迪,78.96,79.44,77.64,78.68,78.97,-0.29,-0.367228,96574.0,2340645421.07,0.83,243.96,245.38,240.0,243.1,243.97,0.32365282
2024-07-04,002594.SZ,比亚迪,79.31,80.87,79.14,79.19,78.68,0.51,0.648195,99196.0,2449191850.83,0.85,245.0,249.69,244.5,244.63,243.1,0.32371336
2024-07-05,002594.SZ,比亚迪,78.7,79.14,77.27,78.32,79.19,-0.87,-1.098624,95665.0,2308221433.2,0.82,243.17,244.5,238.88,242.03,244.63,0.32359625
2024-07-08,002594.SZ,比亚迪,78.24,80.38,78.04,79.31,78.32,0.99,1.264045,105375.0,2591239966.71,0.91,241.8,248.22,241.18,244.99,242.03,0.3237275
2024-07-09,002594.SZ,比亚迪,79.38,82.15,78.15,81.84,79.31,2.53,3.190014,140763.0,3506898661.22,1.21,245.2,253.51,241.51,252.6,244.99,0.3239905
2024-07-10,002594.SZ,比亚迪,81.81,83.15,81.48,81.81,81.84,-0.03,-0.036657,109283.0,2767913672.44,0.94,252.49,256.53,251.5,252.5,252.6,0.324
2024-07-11,002594.SZ,比亚迪,82.64,83.06,81.54,82.0,81.81,0.19,0.232245,100359.0,2546645361.94,0.86,255.0,256.26,251.68,253.06,252.5,0.32403383
2024-07-12,002594.SZ,比亚迪,82.15,85.64,81.61,85.18,82.0,3.18,3.878049,188863.0,4891988725.17,1.62,253.52,264.0,251.89,262.62,253.06,0.32434697
2024-07-15,002594.SZ,比亚迪,85.08,85.91,84.51,84.88,85.18,-0.3,-0.352195,98716.0,2590423501.88,0.85,262.3,264.8,260.61,261.71,262.62,0.32432846
2024-07-16,002594.SZ,比亚迪,84.51,85.04,83.09,83.97,84.88,-0.91,-1.072102,117588.0,3043326155.82,1.01,260.61,262.2,256.35,258.99,261.71,0.32422101
2024-07-17,002594.SZ,比亚迪,83.98,84.82,83.18,84.15,83.97,0.18,0.214362,105192.0,2726321475.46,0.9,259.0,261.52,256.62,259.51,258.99,0.32426496
2024-07-18,002594.SZ,比亚迪,83.61,85.28,83.48,84.79,84.15,0.64,0.760547,95322.0,2487441703.58,0.82,257.9,262.9,257.51,261.43,259.51,0.32433156
2024-07-19,002594.SZ,比亚迪,84.48,86.31,84.22,85.66,84.79,0.87,1.026064,136214.0,3593320511.78,1.17,260.5,266.0,259.74,264.06,261.43,0.32439597
2024-07-22,002594.SZ,比亚迪,85.68,87.68,85.68,86.18,85.66,0.52,0.607051,100750.0,2688874276.28,0.87,264.1,270.1,264.1,265.61,264.06,0.32446068
2024-07-23,002594.SZ,比亚迪,85.97,86.11,81.98,82.05,86.18,-4.13,-4.792295,167410.0,4318283785.42,1.44,264.99,265.41,253.0,253.23,265.61,0.32401374
2024-07-24,002594.SZ,比亚迪,82.05,82.69,80.47,80.97,82.05,-1.08,-1.316271,118640.0,2976544505.07,1.02,253.23,255.15,248.49,249.99,253.23,0.32389296
2024-07-25,002594.SZ,比亚迪,80.97,82.49,80.14,81.11,80.97,0.14,0.172904,101104.0,2533958369.11,0.87,249.97,254.54,247.5,250.39,249.99,0.32393466
2024-07-26,002594.SZ,比亚迪,81.97,83.52,81.36,82.63,81.11,1.52,1.873998,124842.0,3180235006.51,1.07,252.97,257.63,251.15,254.95,250.39,0.32410277
2024-07-29,002594.SZ,比亚迪,82.99,83.01,80.87,81.71,82.63,-0.92,-1.113397,78859.0,1960649994.07,0.68,252.93,253.0,246.58,249.1,254.95,0.32802088
2024-07-30,002594.SZ,比亚迪,81.21,81.28,79.22,79.98,81.71,-1.73,-2.117244,110393.0,2686057413.63,0.95,247.59,247.8,241.62,243.91,249.1,0.32790783
2024-07-31,002594.SZ,比亚迪,79.55,81.35,79.53,81.03,79.98,1.05,1.312828,87490.0,2153504528.39,0.75,242.61,248.02,242.57,247.05,243.91,0.32799029
2024-08-01,002594.SZ,比亚迪,81.34,81.59,78.68,80.08,81.03,-0.95,-1.172405,103635.0,2519341335.4,0.89,248.0,248.74,240.0,244.2,247.05,0.32792793
2024-08-02,002594.SZ,比亚迪,79.34,79.43,76.88,76.94,80.08,-3.14,-3.921079,145671.0,3453944602.55,1.25,241.99,242.26,234.6,234.78,244.2,0.32771105
2024-08-05,002594.SZ,比亚迪,75.62,77.57,75.35,75.74,76.94,-1.2,-1.559657,105268.0,2457359662.24,0.91,230.84,236.67,230.01,231.18,234.78,0.3276235
2024-08-06,002594.SZ,比亚迪,76.68,76.88,74.0,74.99,75.74,-0.75,-0.99023,129102.0,2955783827.37,1.11,234.0,234.62,225.98,228.94,231.18,0.32755307
2024-08-07,002594.SZ,比亚迪,75.02,75.68,74.17,74.99,74.99,0.0,0.0,82022.0,1882919963.49,0.71,229.04,231.0,226.47,228.95,228.94,0.32753876
2024-08-08,002594.SZ,比亚迪,74.61,74.61,73.18,74.16,74.99,-0.83,-1.106814,85357.0,1925911439.18,0.73,227.8,227.8,223.5,226.45,228.95,0.32748951
2024-08-09,002594.SZ,比亚迪,74.7,77.3,74.69,75.88,74.16,1.72,2.31931,119852.0,2790790707.01,1.03,228.06,235.88,228.04,231.62,226.45,0.32760556
2024-08-12,002594.SZ,比亚迪,76.01,76.51,75.18,75.48,75.88,-0.4,-0.527148,53779.0,1242071532.34,0.46,232.01,233.49,229.5,230.4,231.62,0.32760417
2024-08-13,002594.SZ,比亚迪,75.46,75.47,74.01,74.92,75.48,-0.56,-0.741918,60437.0,1378452593.36,0.52,230.36,230.39,226.0,228.73,230.4,0.32754776
2024-08-14,002594.SZ,比亚迪,74.88,74.88,73.74,74.21,74.92,-0.71,-0.947678,56330.0,1276584732.1,0.48,228.6,228.6,225.2,226.6,228.73,0.32749338
2024-08-15,002594.SZ,比亚迪,74.2,76.18,73.64,75.84,74.21,1.63,2.196469,88545.0,2039684342.39,0.76,226.57,232.5,224.88,231.49,226.6,0.32761674
2024-08-16,002594.SZ,比亚迪,76.05,78.12,75.51,77.05,75.84,1.21,1.595464,102219.0,2406276093.84,0.88,232.11,238.32,230.5,235.11,231.49,0.32771894
2024-08-19,002594.SZ,比亚迪,77.09,78.34,77.01,77.15,77.05,0.1,0.129786,70182.0,1662452527.07,0.6,235.25,238.98,235.01,235.42,235.11,0.32771217
2024-08-20,002594.SZ,比亚迪,77.34,77.79,76.49,77.5,77.15,0.35,0.453662,62484.0,1475807675.68,0.54,236.0,237.33,233.43,236.48,235.42,0.32772327
2024-08-21,002594.SZ,比亚迪,76.9,79.72,76.01,79.01,77.5,1.51,1.948387,111043.0,2658947673.91,0.96,234.66,243.13,232.0,241.0,236.48,0.32784232
2024-08-22,002594.SZ,比亚迪,79.01,79.6,78.55,78.85,79.01,-0.16,-0.202506,62488.0,1506260848.31,0.54,241.0,242.77,239.62,240.52,241.0,0.32783137
2024-08-23,002594.SZ,比亚迪,78.61,79.11,78.06,78.46,78.85,-0.39,-0.49461,49786.0,1193437029.74,0.43,239.8,241.3,238.15,239.34,240.52,0.32781817
2024-08-26,002594.SZ,比亚迪,78.51,79.68,77.91,78.48,78.46,0.02,0.025491,56513.0,1354660288.18,0.49,239.5,243.0,237.71,239.41,239.34,0.32780586
2024-08-27,002594.SZ,比亚迪,77.85,79.1,77.51,78.94,78.48,0.46,0.586137,50926.0,1219258016.16,0.44,237.51,241.28,236.5,240.8,239.41,0.32782392
2024-08-28,002594.SZ,比亚迪,78.77,78.77,76.28,77.63,78.94,-1.31,-1.659488,89041.0,2098577189.51,0.77,240.27,240.28,232.8,236.85,240.8,0.32776019
2024-08-29,002594.SZ,比亚迪,76.45,77.51,75.78,76.96,77.63,-0.67,-0.863068,79385.0,1858678051.41,0.68,233.33,236.5,231.3,234.85,236.85,0.32769853
2024-08-30,002594.SZ,比亚迪,78.0,82.61,77.76,81.82,76.96,4.86,6.314969,193028.0,4764660206.01,1.66,237.98,251.79,237.26,249.42,234.85,0.32804106
2024-09-02,002594.SZ,比亚迪,81.35,82.15,79.01,79.04,81.82,-2.78,-3.397702,101135.0,2468600915.45,0.87,248.02,250.42,241.0,241.1,249.42,0.32783078
2024-09-03,002594.SZ,比亚迪,78.81,81.16,78.81,81.04,79.04,2.0,2.530364,101820.0,2497421913.25,0.88,240.4,247.45,240.4,247.08,241.1,0.32799093
2024-09-04,002594.SZ,比亚迪,80.51,82.64,80.49,82.12,81.04,1.08,1.332675,100606.0,2506778350.99,0.87,245.5,251.9,245.44,250.32,247.08,0.32806008
2024-09-05,002594.SZ,比亚迪,82.01,83.88,81.88,82.96,82.12,0.84,1.022893,100126.0,2542189362.96,0.86,250.0,255.6,249.6,252.85,250.32,0.32809966
2024-09-06,002594.SZ,比亚迪,82.96,83.71,82.48,82.54,82.96,-0.42,-0.506268,78142.0,1982245013.05,0.67,252.86,255.1,251.42,251.6,252.85,0.32806041
2024-09-09,002594.SZ,比亚迪,81.84,83.33,81.54,82.0,82.54,-0.54,-0.654228,70851.0,1774845243.84,0.61,249.48,253.96,248.58,249.98,251.6,0.32802624
2024-09-10,002594.SZ,比亚迪,82.01,82.94,81.55,81.89,82.0,-0.11,-0.134146,61248.0,1533462723.87,0.53,250.0,252.8,248.62,249.65,249.98,0.32801923
2024-09-11,002594.SZ,比亚迪,82.01,85.54,81.82,84.71,81.89,2.82,3.443644,155361.0,4001603969.48,1.34,250.0,260.6,249.44,258.1,249.65,0.32820612
2024-09-12,002594.SZ,比亚迪,84.91,85.34,84.34,84.35,84.71,-0.36,-0.424979,77251.0,1995755898.51,0.66,258.7,260.0,257.0,257.01,258.1,0.32819735
2024-09-13,002594.SZ,比亚迪,84.41,84.68,83.63,83.67,84.35,-0.68,-0.806165,56992.0,1458587905.76,0.49,257.2,258.0,254.85,254.99,257.01,0.32813051
2024-09-18,002594.SZ,比亚迪,83.68,85.12,83.38,84.82,83.67,1.15,1.374447,66820.0,1715595537.64,0.57,255.02,259.33,254.1,258.43,254.99,0.32821267
2024-09-19,002594.SZ,比亚迪,85.01,85.14,83.11,83.8,84.82,-1.02,-1.202547,91043.0,2326365318.9,0.78,259.01,259.38,253.3,255.36,258.43,0.32816416
2024-09-20,002594.SZ,比亚迪,83.8,84.94,82.97,84.04,83.8,0.24,0.286396,89898.0,2292829764.93,0.77,255.38,258.8,252.88,256.1,255.36,0.32815307
2024-09-23,002594.SZ,比亚迪,83.99,84.33,81.61,82.01,84.04,-2.03,-2.415516,107583.0,2712153559.79,0.93,255.95,256.96,248.79,250.0,256.1,0.32804
2024-09-24,002594.SZ,比亚迪,83.01,83.84,80.93,83.44,82.01,1.43,1.74369,156495.0,3949080823.05,1.35,253.0,255.5,246.76,254.29,250.0,0.3281293
2024-09-25,002594.SZ,比亚迪,84.68,88.56,84.56,86.28,83.44,2.84,3.403643,205710.0,5442651982.01,1.77,258.0,269.66,257.66,262.8,254.29,0.3283105
2024-09-26,002594.SZ,比亚迪,86.68,88.58,86.04,88.55,86.28,2.27,2.630969,149066.0,3960197853.87,1.28,264.0,269.7,262.1,269.61,262.8,0.32843737
2024-09-27,002594.SZ,比亚迪,89.68,96.01,89.18,93.34,88.55,4.79,5.409373,309922.0,8683447958.42,2.67,273.0,291.99,271.5,283.99,269.61,0.32867354
2024-09-30,002594.SZ,比亚迪,95.34,101.37,95.34,101.11,93.34,7.77,8.324405,388805.0,11640545413.1,3.34,290.0,308.08,290.0,307.31,283.99,0.3290163
2024-10-08,002594.SZ,比亚迪,111.36,111.36,101.11,107.8,101.11,6.69,6.616556,443439.0,14484952068.34,3.81,338.04,338.04,307.31,327.38,307.31,0.32928096
2024-10-09,002594.SZ,比亚迪,103.68,105.58,98.84,100.57,107.8,-7.23,-6.706865,325919.0,10166970123.49,2.8,315.0,320.71,300.5,305.69,327.38,0.32899342
2024-10-10,002594.SZ,比亚迪,102.01,106.01,102.0,103.97,100.57,3.4,3.38073,250167.0,7918647495.83,2.15,310.0,322.0,309.98,315.89,305.69,0.32913356
