trade_date,ts_code,name,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate
2023-07-12,002594.SZ,比亚迪,270.5,271.15,264.66,265.61,269.33,-3.72,-1.38,87032.0,2328017075.51,0.75
2023-07-13,002594.SZ,比亚迪,267.5,269.5,265.01,267.83,265.61,2.22,0.835812,82753.0,2213414441.05,0.71
2023-07-14,002594.SZ,比亚迪,267.8,267.8,263.5,264.41,267.83,-3.42,-1.276929,102722.0,2718639360.54,0.88
2023-07-17,002594.SZ,比亚迪,267.0,267.0,262.35,264.49,264.41,0.08,0.030256,78927.0,2086663750.62,0.68
2023-07-18,002594.SZ,比亚迪,265.25,267.57,260.5,265.48,264.49,0.99,0.374305,98456.0,2603934532.06,0.85
2023-07-19,002594.SZ,比亚迪,265.49,265.9,262.74,264.83,265.48,-0.65,-0.24484,50250.0,1328126186.9,0.43
2023-07-20,002594.SZ,比亚迪,265.5,269.5,264.0,264.95,264.83,0.12,0.045312,91271.0,2434017185.02,0.78
2023-07-21,002594.SZ,比亚迪,264.0,264.8,261.55,264.32,264.95,-0.63,-0.237781,75287.0,1979318622.2,0.65
2023-07-24,002594.SZ,比亚迪,261.01,262.77,257.49,257.5,264.32,-6.82,-2.580206,95950.0,2491708305.58,0.82
2023-07-25,002594.SZ,比亚迪,262.68,266.99,262.65,264.59,257.5,7.09,2.753398,173883.0,4604657751.54,1.49
2023-07-26,002594.SZ,比亚迪,263.76,263.76,260.6,262.09,264.59,-2.5,-0.944858,65865.0,1723363551.36,0.57
2023-07-27,002594.SZ,比亚迪,264.5,265.77,260.8,261.63,262.09,-0.46,-0.175512,112651.0,2962230531.88,0.97
2023-07-28,002594.SZ,比亚迪,260.0,267.65,258.22,267.0,261.63,5.37,2.052517,173308.0,4584230665.56,1.49
2023-07-31,002594.SZ,比亚迪,270.0,276.58,269.88,272.0,267.0,5.0,1.872659,215060.0,5874722582.93,1.85
2023-08-01,002594.SZ,比亚迪,271.76,272.76,266.5,268.5,272.0,-3.5,-1.286765,120340.0,3239067594.49,1.03
2023-08-02,002594.SZ,比亚迪,270.7,272.0,266.36,268.0,268.5,-0.5,-0.18622,87394.0,2346829431.29,0.75
2023-08-03,002594.SZ,比亚迪,267.28,268.48,265.51,268.23,268.0,0.23,0.085821,66170.0,1766952896.19,0.57
2023-08-04,002594.SZ,比亚迪,268.99,270.07,266.65,268.3,268.23,0.07,0.026097,88053.0,2358257628.14,0.76
2023-08-07,002594.SZ,比亚迪,267.93,267.93,265.19,266.99,268.3,-1.31,-0.488259,64204.0,1710317723.01,0.55
2023-08-08,002594.SZ,比亚迪,265.2,266.5,262.51,263.3,266.99,-3.69,-1.382074,91712.0,2419517104.52,0.79
2023-08-09,002594.SZ,比亚迪,262.0,263.5,260.23,262.9,263.3,-0.4,-0.151918,72499.0,1897124687.56,0.62
2023-08-10,002594.SZ,比亚迪,263.0,264.87,260.74,262.7,262.9,-0.2,-0.076075,60016.0,1575799641.46,0.52
2023-08-11,002594.SZ,比亚迪,262.69,262.7,259.01,259.25,262.7,-3.45,-1.313285,86125.0,2242256361.19,0.74
2023-08-14,002594.SZ,比亚迪,255.0,256.99,243.49,245.82,259.25,-13.43,-5.180328,252890.0,6237439722.0,2.17
2023-08-15,002594.SZ,比亚迪,245.82,246.13,241.9,244.54,245.82,-1.28,-0.520706,115021.0,2804377792.91,0.99
2023-08-16,002594.SZ,比亚迪,243.28,245.5,242.21,244.2,244.54,-0.34,-0.139037,79979.0,1953463841.64,0.69
2023-08-17,002594.SZ,比亚迪,243.37,246.34,240.4,246.01,244.2,1.81,0.741196,86836.0,2118628433.05,0.75
2023-08-18,002594.SZ,比亚迪,245.56,245.56,240.0,240.29,246.01,-5.72,-2.325109,98467.0,2385483842.91,0.85
2023-08-21,002594.SZ,比亚迪,239.8,239.88,234.05,234.41,240.29,-5.88,-2.447043,127879.0,3022536162.14,1.1
2023-08-22,002594.SZ,比亚迪,237.97,238.5,230.9,234.54,234.41,0.13,0.055458,112116.0,2620973083.49,0.96
2023-08-23,002594.SZ,比亚迪,234.54,234.54,230.03,230.09,234.54,-4.45,-1.897331,81238.0,1882331986.32,0.7
2023-08-24,002594.SZ,比亚迪,231.01,237.0,231.01,234.9,230.09,4.81,2.090486,106811.0,2501734160.95,0.92
2023-08-25,002594.SZ,比亚迪,233.28,234.33,231.5,232.6,234.9,-2.3,-0.97914,66775.0,1554437026.78,0.57
2023-08-28,002594.SZ,比亚迪,248.0,248.0,234.25,235.53,232.6,2.93,1.259673,133527.0,3189524811.18,1.15
2023-08-29,002594.SZ,比亚迪,236.81,247.5,236.81,246.71,235.53,11.18,4.746741,213223.0,5201525920.49,1.83
2023-08-30,002594.SZ,比亚迪,249.33,251.47,247.84,249.8,246.71,3.09,1.252483,152187.0,3798606951.32,1.31
2023-08-31,002594.SZ,比亚迪,250.51,250.99,248.0,249.4,249.8,-0.4,-0.160128,88734.0,2214559038.93,0.76
2023-09-01,002594.SZ,比亚迪,253.0,254.47,248.0,249.12,249.4,-0.28,-0.112269,77772.0,1949444068.95,0.67
2023-09-04,002594.SZ,比亚迪,251.6,253.0,248.88,252.45,249.12,3.33,1.336705,96512.0,2427791468.68,0.83
2023-09-05,002594.SZ,比亚迪,252.2,252.2,248.69,249.03,252.45,-3.42,-1.354724,74571.0,1864915960.48,0.64
2023-09-06,002594.SZ,比亚迪,250.0,252.3,249.3,250.45,249.03,1.42,0.570212,65929.0,1653726026.59,0.57
2023-09-07,002594.SZ,比亚迪,250.42,250.42,248.11,248.4,250.45,-2.05,-0.818527,60913.0,1517662851.65,0.52
2023-09-08,002594.SZ,比亚迪,247.01,247.01,242.69,244.05,248.4,-4.35,-1.751208,67634.0,1651599177.69,0.58
2023-09-11,002594.SZ,比亚迪,243.7,248.5,242.2,247.01,244.05,2.96,1.212866,76513.0,1876707032.36,0.66
2023-09-12,002594.SZ,比亚迪,248.7,253.37,247.1,251.99,247.01,4.98,2.016113,119532.0,3004363229.2,1.03
2023-09-13,002594.SZ,比亚迪,252.0,254.28,250.4,251.55,251.99,-0.44,-0.17461,91479.0,2305291959.71,0.79
2023-09-14,002594.SZ,比亚迪,246.8,246.95,242.0,243.63,251.55,-7.92,-3.148479,152580.0,3722930909.04,1.31
2023-09-15,002594.SZ,比亚迪,244.0,246.84,241.51,244.29,243.63,0.66,0.270903,82256.0,2010812283.73,0.71
2023-09-18,002594.SZ,比亚迪,244.5,251.2,244.29,247.38,244.29,3.09,1.26489,96405.0,2395846502.98,0.83
2023-09-19,002594.SZ,比亚迪,246.0,248.28,243.8,247.17,247.38,-0.21,-0.08489,62397.0,1533948926.6,0.54
2023-09-20,002594.SZ,比亚迪,245.0,246.28,244.0,244.0,247.17,-3.17,-1.282518,54497.0,1332673932.91,0.47
2023-09-21,002594.SZ,比亚迪,243.0,243.87,238.55,239.68,244.0,-4.32,-1.770492,92965.0,2232606210.05,0.8
2023-09-22,002594.SZ,比亚迪,239.52,245.66,238.5,245.05,239.68,5.37,2.240487,96764.0,2356419361.2,0.83
2023-09-25,002594.SZ,比亚迪,246.83,246.98,244.35,245.8,245.05,0.75,0.30606,64787.0,1592828380.15,0.56
2023-09-26,002594.SZ,比亚迪,245.0,245.0,238.3,238.5,245.8,-7.3,-2.969894,118463.0,2846103699.66,1.02
2023-09-27,002594.SZ,比亚迪,239.11,242.22,237.79,237.83,238.5,-0.67,-0.280922,75734.0,1808518865.65,0.65
2023-09-28,002594.SZ,比亚迪,238.8,239.5,236.05,236.7,237.83,-1.13,-0.475129,85258.0,2022931183.51,0.73
2023-10-09,002594.SZ,比亚迪,236.7,238.51,229.66,237.97,236.7,1.27,0.536544,91791.0,2162900146.9,0.79
2023-10-10,002594.SZ,比亚迪,237.96,240.02,237.0,237.91,237.97,-0.06,-0.025213,63937.0,1524841110.79,0.55
2023-10-11,002594.SZ,比亚迪,241.96,242.5,238.0,238.59,237.91,0.68,0.285822,76684.0,1838352973.98,0.66
2023-10-12,002594.SZ,比亚迪,240.4,245.5,239.0,244.45,238.59,5.86,2.456096,139341.0,3391600251.18,1.2
2023-10-13,002594.SZ,比亚迪,241.9,242.77,239.8,240.36,244.45,-4.09,-1.673144,66445.0,1598611951.89,0.57
2023-10-16,002594.SZ,比亚迪,240.4,241.08,236.5,237.51,240.36,-2.85,-1.185721,66022.0,1573224653.24,0.57
2023-10-17,002594.SZ,比亚迪,237.52,239.99,236.5,238.0,237.51,0.49,0.206307,49164.0,1169236111.59,0.42
2023-10-18,002594.SZ,比亚迪,245.6,251.0,244.0,249.07,238.0,11.07,4.651261,307863.0,7646061770.59,2.64
2023-10-19,002594.SZ,比亚迪,246.95,247.97,240.34,240.6,249.07,-8.47,-3.40065,147753.0,3595894522.39,1.27
2023-10-20,002594.SZ,比亚迪,240.0,241.8,238.21,239.2,240.6,-1.4,-0.581879,85659.0,2050294970.85,0.74
2023-10-23,002594.SZ,比亚迪,240.0,240.0,236.2,238.65,239.2,-0.55,-0.229933,73537.0,1747793907.15,0.63
2023-10-24,002594.SZ,比亚迪,239.3,240.5,234.67,235.55,238.65,-3.1,-1.298973,110779.0,2614866693.57,0.95
2023-10-25,002594.SZ,比亚迪,237.97,240.01,236.22,237.4,235.55,1.85,0.785396,83676.0,1993861827.76,0.72
2023-10-26,002594.SZ,比亚迪,236.06,238.8,235.7,238.61,237.4,1.21,0.509688,73199.0,1738279509.52,0.63
2023-10-27,002594.SZ,比亚迪,238.0,243.5,237.52,241.95,238.61,3.34,1.399774,103206.0,2490630304.57,0.89
2023-10-30,002594.SZ,比亚迪,239.51,244.99,238.7,244.6,241.95,2.65,1.095268,117295.0,2849732929.01,1.01
2023-10-31,002594.SZ,比亚迪,243.5,243.99,237.5,238.54,244.6,-6.06,-2.477514,127205.0,3044814889.04,1.09
2023-11-01,002594.SZ,比亚迪,238.0,238.0,235.42,236.2,238.54,-2.34,-0.980968,93390.0,2206820550.57,0.8
2023-11-02,002594.SZ,比亚迪,237.86,237.88,234.8,234.8,236.2,-1.4,-0.592718,85414.0,2015702321.15,0.73
2023-11-03,002594.SZ,比亚迪,235.51,239.15,234.88,238.65,234.8,3.85,1.639693,90679.0,2154652391.25,0.78
2023-11-06,002594.SZ,比亚迪,240.51,243.43,240.0,242.9,238.65,4.25,1.780851,143548.0,3472633480.41,1.23
2023-11-07,002594.SZ,比亚迪,243.0,244.3,240.51,240.97,242.9,-1.93,-0.794566,94513.0,2287202177.21,0.81
2023-11-08,002594.SZ,比亚迪,240.36,240.86,239.18,240.0,240.97,-0.97,-0.40254,80128.0,1921682141.44,0.69
2023-11-09,002594.SZ,比亚迪,240.0,240.75,238.34,239.3,240.0,-0.7,-0.291667,73183.0,1750698708.03,0.63
2023-11-10,002594.SZ,比亚迪,239.0,239.0,235.66,236.96,239.3,-2.34,-0.977852,81902.0,1940054002.55,0.7
2023-11-13,002594.SZ,比亚迪,237.88,238.18,235.1,237.12,236.96,0.16,0.067522,69738.0,1649215950.55,0.6
2023-11-14,002594.SZ,比亚迪,237.3,238.2,236.6,237.63,237.12,0.51,0.215081,55217.0,1310694854.05,0.47
2023-11-15,002594.SZ,比亚迪,239.9,240.0,238.3,238.64,237.63,1.01,0.425031,78692.0,1881360640.9,0.68
2023-11-16,002594.SZ,比亚迪,239.8,239.8,237.22,238.3,238.64,-0.34,-0.142474,61690.0,1471253077.4,0.53
2023-11-17,002594.SZ,比亚迪,237.0,238.59,236.0,236.76,238.3,-1.54,-0.646244,59462.0,1408060177.59,0.51
2023-11-20,002594.SZ,比亚迪,235.8,236.5,234.58,235.0,236.76,-1.76,-0.743369,76771.0,1804923944.25,0.66
2023-11-21,002594.SZ,比亚迪,235.69,236.68,233.66,234.2,235.0,-0.8,-0.340426,82386.0,1937039109.31,0.71
2023-11-22,002594.SZ,比亚迪,233.5,233.5,229.88,230.0,234.2,-4.2,-1.793339,105571.0,2440478826.77,0.91
2023-11-23,002594.SZ,比亚迪,230.5,231.28,227.12,228.83,230.0,-1.17,-0.508696,105764.0,2425947586.33,0.91
2023-11-24,002594.SZ,比亚迪,228.8,228.8,215.4,216.85,228.83,-11.98,-5.235328,280659.0,6162803841.07,2.41
2023-11-27,002594.SZ,比亚迪,212.0,212.0,205.0,208.9,216.85,-7.95,-3.666129,215481.0,4487132026.79,1.85
2023-11-28,002594.SZ,比亚迪,208.92,211.77,207.01,209.91,208.9,1.01,0.483485,122211.0,2562912238.29,1.05
2023-11-29,002594.SZ,比亚迪,209.88,209.9,201.39,201.98,209.91,-7.93,-3.77781,219246.0,4464902232.03,1.88
2023-11-30,002594.SZ,比亚迪,201.6,202.73,198.45,199.15,201.98,-2.83,-1.401129,187242.0,3745049005.82,1.61
2023-12-01,002594.SZ,比亚迪,200.48,200.82,192.81,197.05,199.15,-2.1,-1.054482,194190.0,3799477664.21,1.67
2023-12-04,002594.SZ,比亚迪,197.05,199.29,193.6,196.39,197.05,-0.66,-0.33494,117613.0,2317283540.3,1.01
2023-12-05,002594.SZ,比亚迪,197.0,199.96,195.61,196.34,196.39,-0.05,-0.02546,152372.0,3021632365.0,1.31
2023-12-06,002594.SZ,比亚迪,196.35,201.24,196.0,201.19,196.34,4.85,2.470205,176347.0,3523669817.72,1.51
2023-12-07,002594.SZ,比亚迪,201.19,201.2,197.3,199.45,201.19,-1.74,-0.864854,103169.0,2051259486.34,0.89
2023-12-08,002594.SZ,比亚迪,199.03,200.36,198.32,198.55,199.45,-0.9,-0.451241,77700.0,1547061882.45,0.67
2023-12-11,002594.SZ,比亚迪,196.75,199.58,194.64,199.19,198.55,0.64,0.322337,101086.0,1989856427.67,0.87
